txt_id,text,dataset
cymbalta.112,"vivid dreams, clenching of the jaw, dry mouth, night sweats, interupted sleep, needing the toilet in the night, insomnia, weight gain, craving carbs, binge eating,weak joints, muscle tiredness, emotional numbness- feeling of not caring about anything or anyone,loss of labido,itching,excessive yawning and tiredness, short attention span prescribed 30mg cymbalta feb07 which didnt do much,i ad bin really suicidal b4 taking this med & ad attempted suicide 2x b4 being put on cymbalta & it stopped me from wanting 2 kill myself but my mood wasnt any better so my dose was increased 2 60mg.i ad the side effects listed with the lower dose but they increased with the higher dose.i excercise ALOT & train really hard, sometimes 2x daily @ gym,i do dance & cheerleading also & im very active.since taking cymbalta i av gained 14lbs which i CANT loose no matter how hard i try,im also craving carbs & binge eating which iv neva done b4.i av also found that when training @ gym my joints r weaker & i av 2 wear supports.the emotional numbness as affected me most as im @ risk of losing my partner who as bin there 4me thru it all but i just av no feelings & i dont seem 2 care how much i hurt him,i also feel like ill lose my friends & family if im not careful.my grandad passed away recently & i barely",PsyTar
cymbalta.113,"Catatonic, no emotion. Severe palpitations and irregular heartbeat.  Stopped taking it and two weeks later still irregular. Seeking cardiovascular treatment. It DID help combat fatigue. I was able to function physically like a normal human being again for the first time in years, but I had no emotion whatsoever.",PsyTar
cymbalta.114,"loss of appetite, weight loss, nausea (subsided after a few days) I switched off of Prozac after being on that for around 2 years or so. I was hit with a lot of side effects of Cymbalta. My psychiatrist wants to now switch me to Zoloft. The loss of appetite and weight loss was one of the main side effects I had, I am already underweight, and losing weight isn't good for me",PsyTar
cymbalta.115,"I definatly get real nausious. I am having strong flu like symtoms but I am coming off of effexor and that has always been hardcore. I have been on effexor for 11 years and it has help me funtion and provide for my family, but I have been really tired and have to contantly fight weight gain. I have noticed that I have a little more energy and more mental clarity in the short time that I have been on Cymbalta. I'm going to stick it out and give this new drug several months before making a decision. God bless",PsyTar
cymbalta.116,"Occasional dryness of mouth & constipation at first.  Slept like a baby.  No real mood change, but decision making became a lot easier.  Rapid heart beat at times.  Felt calmer, but also had less energy.  Some blurriness of vision which I didn't attribute to the medicine until I went off 2 wks. ago.  Mild headaches.  Lightheadedness. Low dose (20 mg.) One weird side effect I had was an occasional feeling of heaviness in my calves that gradually increased and became painful, almost like the blood was pooling in my legs.  Discontinued medication, using Motrin to pre-empt headaches.  Still  feel lightheaded now & then.  Next: Wellbutrin(energy) or nothing.",PsyTar
cymbalta.117,"constant numbness on the right side of my body, tingling fingers, unexplained extreme yawning, trouble staying asleep, anxiety, accelerated heart rate in mornings, dry-mouth when working out, new sweating that continues hours after working out, constipation, loss of appetite/cravings I had lots of side effects the first 2-3 days of being on the 30 mg tablet, but most went away. I was kicked up to 60 mg starting week 2. I felt much better, although not completely better. 4-5 weeks into 60 mg I started to have extreme numbness & tingling on my right hand, arm, side, shoulder blade. I continued having the listed side effects at week 5. Doctors are unable to explain the numbness and think it is not associated with cymbalta. Numbness diminished after stopping the medicine & starting a new anti-depressant.",PsyTar
cymbalta.118,"decreased appetite, fatigue, maybe a little ""foggy"" It's only been four days, but I'm not experiencing anything negative with this drug.  Not feeling much happier, but I know it takes a couple weeks for the drug to kick in completely.  Due to my depression, I am always fatigued so that part doesn't bother me.  And I'm 50 pounds overweight, so I'm not complaining about the decreased appetite!  I'm taking 30 mg each morning, I'm sure I'll be posting again in a week or two.",PsyTar
cymbalta.119,"Short term:  dizziness,nausea,confusion, and headaches for about 10 days or so.  Long term:  extremely graphic nightmares, night sweats(especially in winter), 30 lb. weight gain, sexual side effects, extremely unhappy with all of these side effects. I feel somewhat more stable than when off of this type of medicine, but I am also so unhappy with the long term side effects.  Also, I am still experiencing some major depressive episodes and invasive thoughts, which makes me question if the cure is worse than the disease.  I want to get off of it, but I fear feeling the way I did prior to taking any antidepressant, which was horrible. Others taken include Paxil and Lexapro. I am at a real crossroad right now and don't know what to do. Help???",PsyTar
cymbalta.120,"I have gained 30 lbs since I began taking this.  I have never been overweight before.  Also, oddly my cholesterol has jumped up over 50 points in the last year.  Which can be a side effect of Cymbalta.  Very sleepy all the time.  Hard time focusing and if I miss dose look out... I become very irritable, not to mention I experience brain zaps similar to paxil withdrawal.  Having been involved in a lawsuit with glaxosmithkline due to the effects of paxil withdrawal I am very concerned about stopping this drug.  However, I am not willing to be a depressed huge woman either. The drug has helped with the depression, however the side effects are awful.  If you think giving a depressed woman who has never had a weight problem, an extra 30 lbs to carry around is a good idea you would be mistaken.  So mostly the weight issue is a big deal.  I swear the drug makes me very, very hungry.  It is quite bizarre.  Also, I also just seem mostly numb which is pretty scary.  I dont like feeling like that.",PsyTar
cymbalta.121,"Vivid dreams, and remember them in such great detail ! Increased sex drive, reduced appetite,neck pain. I haven't been taking this drug too long and I am stopping because of the dryness it causes in my eyes (swollen) and my scalp (scratching).  I can't read or focus my eyes because of the dryness and burning, my eyelids are swollen and, although it has helped somewhat with fibro pain, it's not worth it.  Also, affects sleep patterns, I'm exhausted earlier, but can't sleep well. I've been on Zoloft for years, and we tried Cymbalta because my doctor felt I had gotten too used to Zoloft and it wasn't helping as much.  When I first tried Cymbalta, I stopped after a week or two because I was so angry, I was biting off everyone's head.  Stopped and started again and now experienced this dryness.  I won't try it again.",PsyTar
cymbalta.122,"HUGE costipation, somnolence, loss of libido. it seems to be uneffective to me. I completely had to change med to stay well al least of my real state. i don't recommend it.",PsyTar
cymbalta.123,"insomnia, loss of appetite* I took Cymbalta because I was out of Lexapro. Cymbalta lifted my mood more. My mind raced at 100 miles a minute, but my body was exhausted, so sleep was slim. The loss of appetite I wasn't sure to attritube to the Cymbalta because I'm a finicky eater anyway, but I couldn't function with only 5 hours of sleep in 10 days.",PsyTar
cymbalta.124,"didnt want to eat first two weeks, cant sleep, felt sick when working out/shaking when i first started taking cymbalta i started at 30 mg and i took that for a month.. and i saw no differneces in my depression but my mom said i was a little happier.. then i was given 60 mg and i have been taking that for about 3 weeks now and i have highs and lows all the time. i either wanna go out or stay in bed. it really hasnt made me much happier though.. but i hope with time it will help me.",PsyTar
cymbalta.125,"Sweating, hand tremors, racing heart, insomnia, bizarre dreams Cymbalta definitely helped with the depression. In 3 weeks it was gone, as was my anger and inability to focus.  It's been somewhat effective with the anxiety, but I find valium works much better for that.  As with any antidepressant, please, please be careful when taking this.  And even though I found it effective, I agree that it is horrid to wean off of it.   I've been going down 5 mg at a time a week at a time, and even so I've had withdrawls.  I find taking just 1 mg of valium per day has helped a lot with the withdrawls.  I had a friend who also went off Cymbalta and she took Adivan to help with withdrawls and that worked for her.",PsyTar
cymbalta.126,"No physical side effects.  I felt better ... but at the same time felt completely ""flat"" emotionally.  I chose to go off the medication for that reason. Had no difficulty with going off cymbalta.",PsyTar
cymbalta.127,"first 3-4 months I was doing great, then disrupted sleep began, waking up every hour, night sweats, craving for sugar, low motivation to do anything I started on 30mg and went up to 60mg.  Couldn't tolerate 60mg, it rendered me completely sleepless and with metallic taste in my mouth.  The cravings for sweets are annoying.  I feel like a junkie.  As of today I'm switching to Lexapro.",PsyTar
cymbalta.128,"major constipation, weight gain, night sweats, excessive sweating (mostly face and head) I started on this and immediately noticed the constipation and sweating. My hair would be drenched by the time I got to work in the morning - even with the AC on in the car. Doc put me on something for that and it worked during the day but I wake up nightly with soaked clothes. I thought I could deal with it but after 4 months, I am feeling the exhaustion of not getting full nights' sleep. I like the overall way I feel - not too pumped up but not depressed, but the lack of sleep has led me to yet another failed medication.",PsyTar
cymbalta.129,"extreme dry mouth, to the point where I constantly felt as if something was stuck in my throat which would in turn cause me to have an anxiety/panic attack, decreased appetite, severe insomnia Cybalta definitely helped with my depression but the side effects really took a toll on me after only a week. I had barely slept and had lost over 6 pounds within the first week because just the thought of food would make me sick to my stomach. I was constantly drinking water and had to have a bottle by my side at all times, it was just incredibly uncomfortable.",PsyTar
cymbalta.130,"Nausea, diarrhea, upset stomach, dry mouth, sleepiness I have only been on 30mg for 4 days and have the extreme runs.  Upset stomach and no appetite.  Pain in minimal though and I feel less anxious and depressed.",PsyTar
cymbalta.131,"I started out on 60mg, which was a way too high dosage to start out on- lay on my bed for 2 days staring at the ceiling, not being able  to move; also experienced blurred vision, nausea, excessive sleepiness, yet inability to sleep ---------- Was so paranoid after this episode that I didn't take it for a month again, but t my doctor recommended that I rather slowly get used to the drug, taking 30 mg every second day, and gradually increasing the dosage ----------- Second time round the side effects in the first week were minimal and even quite pleasant- had so much energy that I could get by with 4 hours sleep. This stabilised later on though ----------- As I upped my dosage, my libido started taking strain though and I had trouble sleeping --------- At 60mg, I started experiencing excessive sleepiness, needing a nap at least once every afternoon.      I tried Cymbalta at difference dosages and my general impression when I was taking 30mg and later 60mg day was that Cymbalta helped a great deal for my anxiety- I just felt in control again and stupid chores didn't seem like such a big deal anymore. At 60mg however, my sleepiness just became unbearable. Needing a nap every afternoon just isn't OK for me. My libido also just did a disappearance act, which I simply couldn't handle. Despite helping with anxiety, I just didn't feel like my mood was lifted sufficiently and that I almost didn't feel like myself anymore- almost just too calm (where I like certain of my manic traits).  ---------- I quit Cymbalta two weeks ago and I must comment that I didn't experience the horror withdrawal symptoms that everyone talks about, but perhaps because I slowly reduced my dosages. I'm now taking Wellbutrin SR and this seems to be doing the trick for me. I reckon that I perhaps just needed a difference class of drugs ---------- So, in my experience, C",PsyTar
cymbalta.132,"Nausea, vertigo and extreme fatigue to begin with (first week or so). Emotions were very flat for the first month or so. The nausea subsided but still suffer from the fatigue and horrible night sweats. Also very low libido and anorgasmic (difficulty achieving orgasm). Finding it very difficult to come off the medication now. Very severe withdrawl after only one day of not taking the drug, which include disorientation, vertigo, nausea and what they (weblog which supports users coming off Cymbalta) call 'brain-zaps' where you experience some kind of electrical shock type feeling in your brain. Very disconcerting and unpleasant! As a result I am afraid of coming off the medication.",PsyTar
cymbalta.133,"dry mouth,insomnia,anxiety it only somewhat works,i still need to take buspar to help relieve residual anxiety",PsyTar
cymbalta.134,"I've been on this medication for years. Major constipation; fiber does not help. Confusion is really bad, lack of concentration is very bad.  Short term memory loss. Loss interest in doing anything.  I can sit for hours day in and day out with no interest in usual pastimes. I lost touch with all my friends because I have no interest in seeing them. However, I have no anxiety while taking the medication.  Is it worth it? Helped me with anxiety.  I don't think anything helps with depression.  I've taken one medication after another for 20 years.",PsyTar
cymbalta.135,"I was fine for the first month, but now I am experiencing severe joint discomfort in my wrists.  It truly is odd.  I will continue and talk to a professional about these side effect. Disturbed about the major joint discomfort in my wrists.  I like the weight loss, but have also felt heart palpatations and have had extreme dreams.",PsyTar
cymbalta.136,"spaced out, difficulty sleeping, headaches(shocks), night sweats For the first two weeks I felt very spacey and drugged, a feeling similar to taking extasy. But after my body adjusted, I did notice quite a difference in my anxiety, and length of dressions bouts. I have suffered from anxiety (anxiety attacks), bouts of depression, sadness and anger since I was a young teen. I am almost 30 and have tried several other medications which had much worse side effects and no positive effects, such as: paxil and celexa. The only current side effect I have is the night sweats and I do get ""headshocks"" as I call them, if I forget to take my pill on time.",PsyTar
cymbalta.137,"Night sweats, constipation, taking longer to climax during sexual intercourse I am glad that I started Cymbalta before I came to this site. I have only been on Cymbalta for 10 days but I am already starting to feel so much better...I've gone years and years being depressed, sometimes severe sometimes moderately. The disheartening thing is that the people who are most likely to post on sites like this are the few that have had bad side effects. However, remember that everyone is different and out of ALL those taking this medication only 20-30% end up with severe side effects if any at all. Every person physiologically is different and processes meds such as Cymbalta differently. There is a balance...there are many who are taking this medication and have not had any side effects at all and even the ones that have, it has been worth the side effects. I am hoping that my experience with this med continues and that it gets more effective as time goes on.",PsyTar
cymbalta.138,"nausea at first, which subsided after a couple of weeks. Still a bit sleepy during the day (I take it in the morning), but then frequent waking at night, with very vivid, weird dreams! I do feel more relaxed and able to handle life's ups and downs, as well as some serious family issues.  I've gotten used to the side effects, and am sticking with it.  Tough it out - things do get better, and your body will adjust!!!",PsyTar
cymbalta.139,"I feel good! I'm on day 5 and read all these posts before starting. I was previously on Paxil which was not effective. I feel good! I know its too soon, but I do not have any side effects, I feel more alert, focused and worry-free. I usually have very vivid dreams but I have slept well and have had calm dreams the last few nights. I do not feel ""zombie-like"" or tired, in fact I feel like I have more  clarity and energy. I am on the low dose, 30mg daily. I don't see any correlation to this med and diarrea and I am not worried about the effects of ""going off it"" as I plan to ""stay on it"" as long as I feel this good.  I have advice for those who still suffer:  Get some sunshine on your face, just a few minutes will make you feel great.  Get an old dog, not a puppy, an old dog that Needs you, that you can care for and that will love you back. If you can't handle a dog get a fish.  Smile at a baby! They usually smile back at you :)  Think of positive thoughts even if you have to make them up. I dare you! Buy something new even if its just a pair of underwear.  Women know this really does work wonders. Give it a fair chance, good luck. Aloha~",PsyTar
cymbalta.140,"very tired..head fog. went from effexor to cymbalta. felt tingling for the first 5 days. I have been on it for 2 weeks and I have finally seen the light.  I have been feeling really good. Mood is great. but I can tell when it is time to take it I get this tingling feeling,like when I turn my head my brain is a bit behind....but other than that its been good to feel like life is worth living again.",PsyTar
cymbalta.141,"On 90 mg I had sweating at night so that my clothes are drenched, somtimes multiple times at night.   I also have had a lot of gas and some constipation.  On 60 mg, I was irritated with my boyfriend when he wasn't being irritating at all. On the whole, this drug has helped very much.  The side effects for me are less than for Effexor.",PsyTar
cymbalta.142,"Possibly dry mouth (whatever that is exactly), drowsiness for the first few weeks. Unlike the other people on here, I haven't really experienced that many side effects, or really any that are any sort of bother to me. Cymbalta has helped quite a bit (along with therapy and some life style changes) to help me get through depression. I wouldn't deter people from taking it. It definately hasn't been a miracle cure, but it hasn't been bad at all.",PsyTar
cymbalta.143,"Feelings of a band around my head, memory loss...unable to recall names etc...diarrhea, delayed processing,insomnia,late day fatigue. Some hair loss and some weight loss. These side effects are slowly letting up. Coming out of such a paralyzing depression is worth it! I'm just afraid it will eventually render me apathetic and flat the way Prozac eventually did. I'm also afraid my appetite will come back with a vengeance, as it has on other meds. If I end up a fat, bald middle aged woman I do think my depression will return in a different way.",PsyTar
cymbalta.144,"Really I haven't noticed any side effects when taking it but a bit of sleepiness initially.  It has worked exceptionally well for my depression. I can tell you from mine and others experiences that the drug withdrawal symptoms are very severe and affect every body system you have.  I missed a couple once and the side effects are the worst I have ever encountered from my many medications I have taken over the course of 30 years with this disorder.  I have been on almost the whole array of psychiatric drugs and withdrawal from this one is the worst I have ever encountered.  I have a friend whose husband takes this drug for fibromyalgia and tried to get off it because they can't afford this medicine, but the withdrawal was so bad for him.  I guess they will have to keep the extra job to pay for the medicine.  I looked online to find at least 15 pages of withdrawal symptoms and over 30 pages to document the symptoms.  When I started with the medicine it was pretty new and I guess they did not know about the withdrawal side effects.",PsyTar
cymbalta.145,"at start dry mouth& metallic taste; started clinching jaws which causes headache, tooth and gum pain & neck pain. The dry mouth is very insignificant compared to depression.  For those people who do not understand why anyone would take these drugs with all the side effects YOU HAVE NEVER SUFFERED REAL DEPRESSION. It is necessary to find one with fewest side effects and everyone is different. What can you live with??  I am assuming the Cymbalta is the cause of the clinching.  I had the same thing with Lexapro along with some other things.",PsyTar
cymbalta.146,"nausea, cotton mouth, and lack of appetite Tried paxil, celexa, buspar, and depakote.  Cymbalta works better than anything I have tried.  I have been on Cymbalta for 2 days and I can all ready feel the positive effects.",PsyTar
cymbalta.147,"Yawning, which subsided after a few weeks.  Itching, which comes and goes.  Vivid dreams, which can be rather interesting.  Decreased appetite, which is rather nice.  Diarrhea, which can be extremely annoying, but I am figuring ways to minimize it (taking it on a full stomach is helping). This medication has changed my life for the better.  I felt its positive effects within a day or two, and pressed through the initial side effects because I was so encouraged by the anti-depressive features.  After one week on 30mg, my MD increased my dosage to 60mg.  This did not help me!  My condition deteriorated rapidly, at which point my doctor wanted to increase the dosage further.  I insisted that 30mg was working wonders, and he reluctantly prescribed a 2 week course at 30mg.  Well, that's where I've remained for 3 months now.  I'm very glad that I persisted with my opinion regarding the dosage.  The doctor still claims that 30mg is not even considered a therapeutic dose, but I know what works.  I do continue to have digestive issues with Cymbalta, but through trial and error, am learning to minimize this.  Taking it mid-day on a full stomach seems to be working for me most days.",PsyTar
cymbalta.148,"dry mouth(first couple days), tremors(spasms), sleeping more, loss of energy, sweating, lost interest in sex because had trouble climaxing overall this medicine worked. noticed change in a day or two.  i took  60mg for four maybe five months but have gone off cold turkey. been six days so far. only problem so far is vertigo. feels like my brain is riding a wave every once in a while",PsyTar
cymbalta.149,nan,PsyTar
cymbalta.150,"Not sleeping, chills and fever, inability to drink alcohol This drug works wonders, can feel it working immediately. This is the best I have felt in many years. I didnt realize how bad I was. All the anxiety and doom and gloom have just dissappeared. This is a very powerful drug and anyone that takes it needs to decide what is important, the drug works but it is a seriously strong drug and has many many crazy side effects. I only sleep a few hours a night, have chills, and feel like I am on speed or extacy, but wow, i feel so much happier. My family and friends have all noticed how happier I am. It works, but the questions is, are you ready to deal with a drug this powerful?",PsyTar
cymbalta.151,nan,PsyTar
cymbalta.152,"When taking at night, Cymbalta caused insomnia something awful.  I would have heart palpitations and awake 3-4X a night.  My doctor switched my dosage time to morning and I noticed a world of change.  My only symptom now is sweating (clammy feeling).  My mood is a serious one with some laughter.  I wonder if anyone has figured out how to find the return of the ""fun and ""carefree"" side of themselves? Great drug!  Initially I felt as if I was ""awakened.""  This seemed to subside.  Don't know if I am used to it or it is no longer effective?",PsyTar
cymbalta.153,"HOrrible migraines but i have had migraines since early childhood,This medicine just caused more frequency and higher degree of pain with headaches,Best medicine for depression that i had ever taken and worked instantly I must say that i felt the happiest i had ever felt in my life except for the extreme migraines,Due to the frequency of the migraines i discontinued cymbalta ,wish i could go back on it.I did suffer some withdrawl depressive symptoms after stopping the medicines but felt better in about two weeks",PsyTar
cymbalta.154,"nausea/ weight loss the first month After the first month, it is the the best thing that has ever happened to me. I feel like i did before the depression ever happened.",PsyTar
cymbalta.155,"After weaning off Cymbalta, I lost my sense of smell.  It's been over a year now, and I still have not regained it.  Every now and then I get a whiff of something, but it hasn't stayed. Why isn't this side effect discussed or indicated as a side effect?",PsyTar
cymbalta.156,"Racing brain, not sleep well, dry mouth, sexual disfunction, bad memory, bad dreams, endless energy. All medicines have side effects!!  it is how it effects the individual in different ways.      Up until now I have been taking Endep for the pain and neuropathy and Citropalapram for depression.  These drugs both had similar side effects to Cymbalta and hard to withdraw from with bad withdrawal symptoms the only difference is the Endep knocked me out at night and I slept well, only very drousy and tired during the day, sexual disfunction just the same.  So I figure in my mind that having one tablet to take and only pay for just one lot of medication ($34.20Aud) has to have a plus and only one set of side effects and withdrawal symptoms to cope with is even more a plus.      By the way, with Citropalapram had endless energy for the first year or so then just felt worn out and tired after that.  Having said that also, it saved my life as I was so bad before taking the drugs all I wanted to do was die to stop the dark depression and pain, so I think I have done well.",PsyTar
cymbalta.157,nan,PsyTar
cymbalta.158,"A little sleepy at first, then dosage was increased from 30mg to 60 mg after the first week & I felt better. Loss of appetite, weight loss, a bit of a headache about an hour after taking it. This med has really helped me.  I'm able to focus and this is one of the only anti-depressant meds that doesn't make me feel zoned out and spacey. (I've taken Wellbutrin, Lexapro and Paxil in the past with mexed results.) If you can deal with the initial side effects, which seem to subside, this drug is worth it.  That's just my opinion.  Good luck, everyone.",PsyTar
cymbalta.159,"initial side effects lasted a week or so - bug eyed, dizzy, nausea - just like with any anti-Dep.  The lasting ones: decrease in appetite, change in food cravings - from carbs to sugar - down 2 sizes :) this is a weird one...when i would find insects and spiders in the house, i would kill them.  now i either leave them alone, or take them outside to a spot i think they would like - i said it was weird! when i forget to eat, i get the shakes - low blood sugar.  my finger pads seem wrinkly - like a person forty years older than me. I have gone the fruit route - i will eat 4-5 apples/oranges/pears in one sitting, no diarrhea or constipation. Takes care of the sugar craving - i used to eat vegies lots and hardly any fruit, now it's reversed.  Also eat less meat - kind of grosses me out now - but i crave pecans, almonds etc...Increased mood SUBSTANTIALLY - although still very reactive around menstruation.  Sometimes feel JOY - dancing around the house, energetic, feel good about myself, most times just feel balanced, calm. Much improvement from the suicidal ideation, dysphoria, depression..bit borderline too, and obsessive negative self thoughts...it's the FIRST antiDep i've tried where there's a POSITIVE difference! From the sounds of the other posts, it doesn't have this effect on everyone.  I would encourage you to speak to your doctor right away if some of those really bad side effects occur - this drug is so new, there's no long term studies on it, so we don't know how it reacts with different symptoms, different physiology.  For me, i noticed within 2 days that the rumination was all but ceased.  I've never noticed any previous AntiDep's effect until well over a month (prozac, effexor, celexa and wellbutrin combo)and none of them has actually made me feel GOOD about myself.",PsyTar
cymbalta.160,"SEVERE night sweats and increased sweating during the day, and somewhat difficult (but not impossible) to reach orgasm. I had intense headaches for the first 3 days of taking Cymbalta, but then the depression ""fog"" cleared and I felt much less weighed down by my thoughts.  During the first few months of taking Cymbalta (30 mg) I used to wake up at least 2X during the night to change pajamas & sheets/bedding due to intense sweating & was losing lots of sleep.  Now I don't wake up until morning but I am soaked with sweat.   Overall, I have felt more like myself & much less depressed, but occassionally when I experience a setback, I don't dwell as much on my sad thoughts.  Both my therapist & psychiatrist are extremely puzzled by the instense sweating, as though they're hearing of this side effect for the first time.",PsyTar
cymbalta.161,"some fatigue, some brief episodes of heart fibrulation, decreased sex drive, slightly less appetite. I'm pretty happy with this drug. My depression has lifted a lot and the obsessive thinking about my breakup has diminished greatly. I'm feeling much more muyself. I would say my feelings are slightly muted, but in the normal range.",PsyTar
cymbalta.162,"Constipation, vivid dreams and restless sleep patterns Overall this med helped me with my energy levels and fatigue. I know longer feel tired in the afternoons, I no longer cry at the drop of a hat and I feel alert and focused. Prior to taking this, I was a trembling, sappy mess who could not think about holding a job. Now I am on my second interview thanks to Cymbalta",PsyTar
cymbalta.163,nan,PsyTar
cymbalta.164,"I had been terribly tired for months.  My doctor suggested I try taking the Cymbalta at night instead of the morning because he thought that was what may be making me tired.  Since then, I have had moderate insomnia.  I will go back to taking it in the morning and see if it helps. My doctor increased my dosage from 60mg to 120mg.  She had just went to a seminar on the study of cymbalta.  The study showed that by doulbling the dose it helps to control the appetite in some people.  Since then, I have felt so much better.  I don't feel as tired and I have not had all of the food cravings that I usually have. So, I will stick with it and see how it works out.",PsyTar
cymbalta.165,"none Was great, until I changed insurance plans. Very costly. Changed to inexpensive Prozac without and changes noted, except in my pocketbook.",PsyTar
cymbalta.166,"Initially some mild headaches and vision blurring.  Now I get mild headaches, head buzzing or light headedness if I miss a dose.  Some stomach discomfort occasionally for a few minutes right after taking it. Often can't stop yawning about 3:30 PM daily for about an hour. This really kicked me out of the doldrums quite quickly. I lost weight and felt great.  After 7 months I do not feel any depression or anxiety but am not sure if I even need it anymore either.  Have gained back all of the weight I lost and have a big appetite.  I would recommend this medication - Wellbutrin didn't do a thing for me.",PsyTar
cymbalta.167,"When I first started Cymbalta (30mg) I had a major decrease in my appetite and a lot of trouble sleeping. By week three I felt better and was feeling less stressed and happier. I was without Cymbalta for about 4 days, and I felt horrible. I was very dizzy and sick to my stomach. I am fearful that it will be a difficult withdrawal process when the time comes to stop the medication.",PsyTar
cymbalta.168,nan,PsyTar
cymbalta.169,"vertigo, sweating, vivid dreams(though at times quite entertaining) I wanted to add some comments that I forgot.....My weight has been the same during the entire time I have been on Cymbalta.  I have had no sexual side effects.  I feel that it IS still working for the joint pain and somewhat for the depression, however, not as well as it was and I'd rather not increase the dosage.  Instead my doctor has added Prozac, 10mg.  I can't offer any feedback on that yet, because today is the first day I have taken it.  I have been on Prozac in the past, Lexapro---which worked great for a year then nothing, and coming off of it was horrible.  I choose to stay on Cymbalta because of it's wonderful help with my joint pain.  I honestly could not function as I do without it.  I had no idea that it was used for fibromyalgia patients and the lack of pain was noticed before the help with the depression.  I wish it didn't make me sweat more but it's a side effect I'll live with.  To anyone that is trying it and experiencing some of the dizziness and nausea, I encourage you to stick it out...It DOES get better!",PsyTar
cymbalta.170,"Loose stools, gas, some fatigue soon after dose. If I miss a dose-irritability with long and vivid dreams. This medication definitely stabilizes me, but I'm concerned by how quickly my mood goes out of control with brain zaps when I go even 36 hours without a dose.  Withdrawal is much worse than the condition I'm treating!",PsyTar
cymbalta.171,"Constipation (1200 mg calcium gel caps is a remedy), the first day I experience,d 1 or 2 hrs of nausea first day only, dizziness has been eliminated by taking the 60  mgs at night !!  1 brain zapper after 10 months during a migraine headache which was a very sharp pain that radiated from my head and downmy back that was shocking and lasted a total of maybe 1 second. I have relief from major depression, anxiety, suicidal thoughts are becoming fewer, I also take 200 mg of zoloft which I find to be less affective compared to cymbalta.  Yesterday, Christmas day began with a crying episode that I could NOT shake for several hours that included hopelessness in a major way.  I was Determined NOT to remain depressed so I first tried 1/2mg ativan followed by an additional dose of 60 mg of cymbalta.  Gradually over 3 hrs the heavy dark shroud of miserable depression began to fall away.  It has been over 24 hrs. NO DEPRESSION.  This was my miracle on Christmas day.   Uncertain about night and day sweats as that has been around for a decade due to menopause and a total hysterectomy.  I sleep at night, no nightmares and my dreams are , REALLY VIVID as I am a VISUAL ARTIST.  I do wake up refreshed.  A few times I have experienced theo peripheral shadows, 1 second, then gone but I now realize what they are and they no longer scare the hell out of me.  I will accept the annoying side affects if cymbalta continues to keep the grim reaper, depression and anxiety, OUT of lifejourney.  I look forward to each step where scientists take one further towards a better life for those who suffer.  Hopefully this forum of exchange will be a step forward in reaching the cure all miracle drug.  In the mean time take advantage of the progress that have been made.  Blessings to all of you who still suffer.  Oh, sex life; try a roller coaster ride to work you up to it .",PsyTar
cymbalta.172,"Immediately gave relief of peace, loss of depression, no more sadness, and overall terrible body pain disappeared.  I felt happy for the first time in more years than I could remember.  But I am so tired, all I want to do with my spare time is sleep and Now I am suffering severe anxiety daily as never before that I try to treat with Clonozpam.  I am worried that the anxiety attacks will cause me to do something totally illogical and dangerous to myself.  Don't know what to do,  Don't want the depression or to have someone else step in to act ""on my best interest"" but need to resolve anxiety issues.  No trouble sleeping; had been on Ambien CR whiich had topped working, but now I sleep all the time. Is there a smaller dose than 30 mg that might lower the anxiety and sleepiness?",PsyTar
cymbalta.173,"Jaw clenching, insomnia, excessive yawning, tiredness & nausea if not taken with food. Most of these side effects diminished markedly after 2 weeks. I wanted to make a positive comment about Cymbalta as there is a lot of negative out there on the internet. I noticed a major improvement in my depression after 2 weeks. The side effects that I experienced were not debilitating, the only one that bothers me is the waking through the night but I think that's improving now. I do not get any negative effects if I take my dose a couple of hours late. This is the 4th antidepressant I've tried in the past 6 months & the first to give me any relief from my depression. I was put off by all the negative comments, but am glad I went ahead. I think people are more inclined to post on these sites when they've had a bad time with a drug than when things are going well. I gave it a 4 out of 5 as it's still early days, but I'm very hopeful; I was in a bad, bad way before Cymbalta...",PsyTar
cymbalta.174,"I went from Paxil directly to Cymbalta. I felt uncomfortable in my own body for weeks,,but not enough to quit. It is a feeling difficult to describe, everyone is different, you will know it if you ever experience it. Over the course of time. I gained an additional 20lbs. I am fatigued, have fluid retention, my pain has broken through again and my depression has come back. I am now on 90 mg. My doctor suggested I try 120 mg. I  don't know what to do. To sum it up, Cymbalta is a good medicine to try if nothing else is helping and especially if you have fibro and depression.",PsyTar
cymbalta.175,nan,PsyTar
cymbalta.176,"Dry Mouth, chronic forgetfulness, a mental 'haze', it feels like I am peeing every liquid out of my body. Overall, I really feel positive about this drug, at least for myself. It has been powerful at curing anxiety, depression and mental clutter. I feel as if my mind is constantly a cool calm pond. I do however feel a blunting of my emotional life and I wish that were not the case. I also take trazadone with the cymbalta, does anyone have experience with these two drugs together? if you do, please email me!    I hope everyone is finding healing even if it is not through this particular drug.",PsyTar
